indicador,country,countryiso3code,year,value
GDP (current US$),Paraguay,PRY,1971,664.571428571429
GDP (current US$),Paraguay,PRY,1972,769.039682539683
GDP (current US$),Paraguay,PRY,1973,995.531746031746
GDP (current US$),Paraguay,PRY,1974,1333.4753968254
GDP (current US$),Paraguay,PRY,1975,1511.42063492064
GDP (current US$),Paraguay,PRY,1976,1698.96031746032
GDP (current US$),Paraguay,PRY,1977,2092.15873015873
GDP (current US$),Paraguay,PRY,1978,2559.85714285714
GDP (current US$),Paraguay,PRY,1979,3416.77777777778
GDP (current US$),Paraguay,PRY,1980,4448.0873015873
GDP (current US$),Paraguay,PRY,1981,5624.51587301587
GDP (current US$),Paraguay,PRY,1982,5419.41176470588
GDP (current US$),Paraguay,PRY,1983,5673.24872618009
GDP (current US$),Paraguay,PRY,1984,4502.4628070602
GDP (current US$),Paraguay,PRY,1985,3282.44923587261
GDP (current US$),Paraguay,PRY,1986,3723.99394272004
GDP (current US$),Paraguay,PRY,1987,3971.04472380154
GDP (current US$),Paraguay,PRY,1988,4255.68352833968
GDP (current US$),Paraguay,PRY,1989,4757.73219996678
GDP (current US$),Paraguay,PRY,1990,5812.11452302702
GDP (current US$),Paraguay,PRY,1991,6984.36776290371
GDP (current US$),Paraguay,PRY,1992,7157.42403106045
GDP (current US$),Paraguay,PRY,1993,7249.53362030614
GDP (current US$),Paraguay,PRY,1994,7870.9820048195
GDP (current US$),Paraguay,PRY,1995,9062.13147502318
GDP (current US$),Paraguay,PRY,1996,9788.39178052421
GDP (current US$),Paraguay,PRY,1997,9965.22567805093
GDP (current US$),Paraguay,PRY,1998,9260.48157242462
GDP (current US$),Paraguay,PRY,1999,8837.07023551892
GDP (current US$),Paraguay,PRY,2000,8855.70513955857
GDP (current US$),Paraguay,PRY,2001,8495.80643218467
GDP (current US$),Paraguay,PRY,2002,7196.26065684556
GDP (current US$),Paraguay,PRY,2003,7691.36747117992
GDP (current US$),Paraguay,PRY,2004,9624.44083629309
GDP (current US$),Paraguay,PRY,2005,10737.5001881123
GDP (current US$),Paraguay,PRY,2006,13429.430050261
GDP (current US$),Paraguay,PRY,2007,17856.270473153
GDP (current US$),Paraguay,PRY,2008,24578.0678613998
GDP (current US$),Paraguay,PRY,2009,22341.7545139643
GDP (current US$),Paraguay,PRY,2010,27215.9686155548
GDP (current US$),Paraguay,PRY,2011,33715.5247039288
GDP (current US$),Paraguay,PRY,2012,33283.2288910923
GDP (current US$),Paraguay,PRY,2013,38585.3177429809
GDP (current US$),Paraguay,PRY,2014,40276.5325408812
GDP (current US$),Paraguay,PRY,2015,36164.0687972511
GDP (current US$),Paraguay,PRY,2016,36054.2815723981
GDP (current US$),Paraguay,PRY,2017,39008.9003316733
GDP (current US$),Paraguay,PRY,2018,40384.6917905685
GDP (current US$),Paraguay,PRY,2019,38145.2889398488
GDP (current US$),Paraguay,PRY,2020,
GDP (current US$),Peru,PER,1960,2571.90806207692
GDP (current US$),Peru,PER,1961,2899.65484036567
GDP (current US$),Peru,PER,1962,3286.77318787687
GDP (current US$),Peru,PER,1963,3600.95777115299
GDP (current US$),Peru,PER,1964,4356.91387023508
GDP (current US$),Peru,PER,1965,5166.86106842164
GDP (current US$),Peru,PER,1966,6113.60772815672
GDP (current US$),Peru,PER,1967,6204.25375857616
GDP (current US$),Peru,PER,1968,5736.08383522481
GDP (current US$),Peru,PER,1969,6420.90978963824
GDP (current US$),Peru,PER,1970,7432.22317677261
GDP (current US$),Peru,PER,1971,8289.58288350129
GDP (current US$),Peru,PER,1972,9189.41340901292
GDP (current US$),Peru,PER,1973,10994.3818947984
GDP (current US$),Peru,PER,1974,13858.4412112196
GDP (current US$),Peru,PER,1975,16877.1637921284
GDP (current US$),Peru,PER,1976,15947.7093796507
GDP (current US$),Peru,PER,1977,14620.3866738544
GDP (current US$),Peru,PER,1978,12495.779622071
GDP (current US$),Peru,PER,1979,15962.4594472168
GDP (current US$),Peru,PER,1980,18134.0291796393
GDP (current US$),Peru,PER,1981,21649.1376203055
GDP (current US$),Peru,PER,1982,21793.4968193379
GDP (current US$),Peru,PER,1983,17345.6244536916
GDP (current US$),Peru,PER,1984,17599.660054286
GDP (current US$),Peru,PER,1985,16548.8270182872
GDP (current US$),Peru,PER,1986,15244.2329578759
GDP (current US$),Peru,PER,1987,20702.2983969717
GDP (current US$),Peru,PER,1988,15439.4084472288
GDP (current US$),Peru,PER,1989,22499.5590860343
GDP (current US$),Peru,PER,1990,26410.3866693609
GDP (current US$),Peru,PER,1991,34341.4659982003
GDP (current US$),Peru,PER,1992,35966.302303263
GDP (current US$),Peru,PER,1993,34832.0772208537
GDP (current US$),Peru,PER,1994,44882.0797668913
GDP (current US$),Peru,PER,1995,53312.7936873836
GDP (current US$),Peru,PER,1996,55252.4141303019
GDP (current US$),Peru,PER,1997,58147.5225225225
GDP (current US$),Peru,PER,1998,55501.467877381
GDP (current US$),Peru,PER,1999,50187.324567883
GDP (current US$),Peru,PER,2000,51744.749133213
GDP (current US$),Peru,PER,2001,52030.1587754055
GDP (current US$),Peru,PER,2002,54777.5535150809
GDP (current US$),Peru,PER,2003,58731.0301218671
GDP (current US$),Peru,PER,2004,66768.7034975687
GDP (current US$),Peru,PER,2005,76060.6060606061
GDP (current US$),Peru,PER,2006,88643.193061748
GDP (current US$),Peru,PER,2007,102170.981144136
GDP (current US$),Peru,PER,2008,120550.599815441
GDP (current US$),Peru,PER,2009,120822.986521479
GDP (current US$),Peru,PER,2010,147528.937028778
GDP (current US$),Peru,PER,2011,171761.737046585
GDP (current US$),Peru,PER,2012,192648.999090082
GDP (current US$),Peru,PER,2013,201175.469114327
GDP (current US$),Peru,PER,2014,200789.362451567
GDP (current US$),Peru,PER,2015,189805.300841603
GDP (current US$),Peru,PER,2016,191895.943823887
GDP (current US$),Peru,PER,2017,211007.207483515
GDP (current US$),Peru,PER,2018,222044.970486217
GDP (current US$),Peru,PER,2019,226848.050819525
GDP (current US$),Peru,PER,2020,
GDP (current US$),Philippines,PHL,1960,6684.5688050688
GDP (current US$),Philippines,PHL,1961,7256.96696622556
GDP (current US$),Philippines,PHL,1962,4399.82776796704
GDP (current US$),Philippines,PHL,1963,4875.30986634017
GDP (current US$),Philippines,PHL,1964,5271.40466836735
GDP (current US$),Philippines,PHL,1965,5784.3989769821
GDP (current US$),Philippines,PHL,1966,6371.45930441018
GDP (current US$),Philippines,PHL,1967,6809.13423554298
GDP (current US$),Philippines,PHL,1968,7591.60305343511
GDP (current US$),Philippines,PHL,1969,8408.22969914295
GDP (current US$),Philippines,PHL,1970,6687.2048343687
GDP (current US$),Philippines,PHL,1971,7408.30573565309
GDP (current US$),Philippines,PHL,1972,8017.4686882004
GDP (current US$),Philippines,PHL,1973,10082.8856030668
GDP (current US$),Philippines,PHL,1974,13781.1399696519
GDP (current US$),Philippines,PHL,1975,14893.9692876557
GDP (current US$),Philippines,PHL,1976,17097.5632702982
GDP (current US$),Philippines,PHL,1977,19648.1061220079
GDP (current US$),Philippines,PHL,1978,22706.1554753048
GDP (current US$),Philippines,PHL,1979,27502.1687269573
GDP (current US$),Philippines,PHL,1980,32450.5418430652
GDP (current US$),Philippines,PHL,1981,35646.4169525425
GDP (current US$),Philippines,PHL,1982,37140.1639344262
GDP (current US$),Philippines,PHL,1983,33212.1806581659
GDP (current US$),Philippines,PHL,1984,31408.492876691
GDP (current US$),Philippines,PHL,1985,30734.3354489905
GDP (current US$),Philippines,PHL,1986,29868.3390808263
GDP (current US$),Philippines,PHL,1987,33195.9334296008
GDP (current US$),Philippines,PHL,1988,37885.4404186834
GDP (current US$),Philippines,PHL,1989,42575.1839055606
GDP (current US$),Philippines,PHL,1990,44311.5937557845
GDP (current US$),Philippines,PHL,1991,45417.5613022497
GDP (current US$),Philippines,PHL,1992,52976.3449289564
GDP (current US$),Philippines,PHL,1993,54368.0839531119
GDP (current US$),Philippines,PHL,1994,64084.4601244644
GDP (current US$),Philippines,PHL,1995,74119.9872445011
GDP (current US$),Philippines,PHL,1996,82848.1406180266
GDP (current US$),Philippines,PHL,1997,82344.2605706685
GDP (current US$),Philippines,PHL,1998,72207.0287677598
GDP (current US$),Philippines,PHL,1999,82995.1457929341
GDP (current US$),Philippines,PHL,2000,83670.2617080015
GDP (current US$),Philippines,PHL,2001,78921.0714985662
GDP (current US$),Philippines,PHL,2002,84307.3698672474
GDP (current US$),Philippines,PHL,2003,87039.1459652826
GDP (current US$),Philippines,PHL,2004,95001.994599564
GDP (current US$),Philippines,PHL,2005,107419.986400763
GDP (current US$),Philippines,PHL,2006,127652.908954389
GDP (current US$),Philippines,PHL,2007,155980.408072444
GDP (current US$),Philippines,PHL,2008,181006.859908109
GDP (current US$),Philippines,PHL,2009,176131.654910527
GDP (current US$),Philippines,PHL,2010,208368.892319233
GDP (current US$),Philippines,PHL,2011,234216.730703914
GDP (current US$),Philippines,PHL,2012,261920.54260689
GDP (current US$),Philippines,PHL,2013,283902.829721087
GDP (current US$),Philippines,PHL,2014,297483.553299658
GDP (current US$),Philippines,PHL,2015,306445.871632259
GDP (current US$),Philippines,PHL,2016,318627.003966055
GDP (current US$),Philippines,PHL,2017,328480.738147216
GDP (current US$),Philippines,PHL,2018,346841.896890281
GDP (current US$),Philippines,PHL,2019,376795.508678853
GDP (current US$),Philippines,PHL,2020,
GDP (current US$),Poland,POL,1960,
GDP (current US$),Poland,POL,1961,
GDP (current US$),Poland,POL,1962,
GDP (current US$),Poland,POL,1963,
GDP (current US$),Poland,POL,1964,
GDP (current US$),Poland,POL,1965,
GDP (current US$),Poland,POL,1966,
GDP (current US$),Poland,POL,1967,
GDP (current US$),Poland,POL,1968,
GDP (current US$),Poland,POL,1969,
GDP (current US$),Poland,POL,1970,
GDP (current US$),Poland,POL,1971,
GDP (current US$),Poland,POL,1972,
GDP (current US$),Poland,POL,1973,
GDP (current US$),Poland,POL,1974,
GDP (current US$),Poland,POL,1975,
GDP (current US$),Poland,POL,1976,
GDP (current US$),Poland,POL,1977,
GDP (current US$),Poland,POL,1978,
GDP (current US$),Poland,POL,1979,
GDP (current US$),Poland,POL,1980,
GDP (current US$),Poland,POL,1981,
GDP (current US$),Poland,POL,1982,
GDP (current US$),Poland,POL,1983,
GDP (current US$),Poland,POL,1984,
GDP (current US$),Poland,POL,1985,
GDP (current US$),Poland,POL,1986,
GDP (current US$),Poland,POL,1987,
GDP (current US$),Poland,POL,1988,
GDP (current US$),Poland,POL,1989,
GDP (current US$),Poland,POL,1990,65977.7490369844
GDP (current US$),Poland,POL,1991,85500.9359349901
GDP (current US$),Poland,POL,1992,94337.0506932727
GDP (current US$),Poland,POL,1993,96045.645026178
GDP (current US$),Poland,POL,1994,110803.391516698
GDP (current US$),Poland,POL,1995,142292.783505155
GDP (current US$),Poland,POL,1996,160193.242090427
GDP (current US$),Poland,POL,1997,159357.789772207
GDP (current US$),Poland,POL,1998,174685.791563561
GDP (current US$),Poland,POL,1999,170031.005016259
GDP (current US$),Poland,POL,2000,172219.461126067
GDP (current US$),Poland,POL,2001,190905.493539168
GDP (current US$),Poland,POL,2002,199072.058823529
GDP (current US$),Poland,POL,2003,217827.260805842
GDP (current US$),Poland,POL,2004,255110.181539808
GDP (current US$),Poland,POL,2005,306144.33626951
GDP (current US$),Poland,POL,2006,344622.003093581
GDP (current US$),Poland,POL,2007,429028.505365078
GDP (current US$),Poland,POL,2008,533609.081852897
GDP (current US$),Poland,POL,2009,439737.508413192
GDP (current US$),Poland,POL,2010,479834.17902033
GDP (current US$),Poland,POL,2011,528301.269069799
GDP (current US$),Poland,POL,2012,498523.568248119
GDP (current US$),Poland,POL,2013,521016.262734924
GDP (current US$),Poland,POL,2014,542477.096211761
GDP (current US$),Poland,POL,2015,477811.911394084
GDP (current US$),Poland,POL,2016,472630.364208177
GDP (current US$),Poland,POL,2017,526508.877305321
GDP (current US$),Poland,POL,2018,587411.745161558
GDP (current US$),Poland,POL,2019,595858.207011512
GDP (current US$),Poland,POL,2020,
GDP (current US$),Portugal,PRT,1960,3193.20040437297
GDP (current US$),Portugal,PRT,1961,3417.51663937596
GDP (current US$),Portugal,PRT,1962,3668.22235765702
GDP (current US$),Portugal,PRT,1963,3905.73445972693
GDP (current US$),Portugal,PRT,1964,4235.60817767102
GDP (current US$),Portugal,PRT,1965,4687.46405483455
GDP (current US$),Portugal,PRT,1966,5135.38784597108
GDP (current US$),Portugal,PRT,1967,5740.24116563433
GDP (current US$),Portugal,PRT,1968,6354.26262833537
GDP (current US$),Portugal,PRT,1969,6969.02582562869
GDP (current US$),Portugal,PRT,1970,8108.23570432357
GDP (current US$),Portugal,PRT,1971,9201.60424028269
GDP (current US$),Portugal,PRT,1972,11239.1178650852
GDP (current US$),Portugal,PRT,1973,15090.5641864268
GDP (current US$),Portugal,PRT,1974,17512.3914759274
GDP (current US$),Portugal,PRT,1975,19347.6078431373
GDP (current US$),Portugal,PRT,1976,20332.8315649867
GDP (current US$),Portugal,PRT,1977,21439.5233106338
GDP (current US$),Portugal,PRT,1978,23487.6140510949
GDP (current US$),Portugal,PRT,1979,26622.8196721311
GDP (current US$),Portugal,PRT,1980,32896.5198237885
GDP (current US$),Portugal,PRT,1981,31977.2768729642
GDP (current US$),Portugal,PRT,1982,30527.7547931382
GDP (current US$),Portugal,PRT,1983,27239.6507419472
GDP (current US$),Portugal,PRT,1984,25217.9690495755
GDP (current US$),Portugal,PRT,1985,27115.8077420873
GDP (current US$),Portugal,PRT,1986,38745.9013537059
GDP (current US$),Portugal,PRT,1987,48182.9258574071
GDP (current US$),Portugal,PRT,1988,56347.2506963788
GDP (current US$),Portugal,PRT,1989,60594.0921823275
GDP (current US$),Portugal,PRT,1990,78713.8602165659
GDP (current US$),Portugal,PRT,1991,89233.5992784792
GDP (current US$),Portugal,PRT,1992,107592.098307098
GDP (current US$),Portugal,PRT,1993,95009.7519012592
GDP (current US$),Portugal,PRT,1994,99688.6413043478
GDP (current US$),Portugal,PRT,1995,118122.007430012
GDP (current US$),Portugal,PRT,1996,122630.08968027
GDP (current US$),Portugal,PRT,1997,117016.53516295
GDP (current US$),Portugal,PRT,1998,123946.327916296
GDP (current US$),Portugal,PRT,1999,127427.343916471
GDP (current US$),Portugal,PRT,2000,118310.710337203
GDP (current US$),Portugal,PRT,2001,121498.889485459
GDP (current US$),Portugal,PRT,2002,134156.091661961
GDP (current US$),Portugal,PRT,2003,164862.14221219
GDP (current US$),Portugal,PRT,2004,189034.502110752
GDP (current US$),Portugal,PRT,2005,197180.330804626
GDP (current US$),Portugal,PRT,2006,208581.694893991
GDP (current US$),Portugal,PRT,2007,240190.80344922
GDP (current US$),Portugal,PRT,2008,262344.77955178
GDP (current US$),Portugal,PRT,2009,243701.635176438
GDP (current US$),Portugal,PRT,2010,237880.908317652
GDP (current US$),Portugal,PRT,2011,244797.226567109
GDP (current US$),Portugal,PRT,2012,216236.608773976
GDP (current US$),Portugal,PRT,2013,226369.502104236
GDP (current US$),Portugal,PRT,2014,229596.170846995
GDP (current US$),Portugal,PRT,2015,199313.894327486
GDP (current US$),Portugal,PRT,2016,206286.022781894
GDP (current US$),Portugal,PRT,2017,221357.87471893
GDP (current US$),Portugal,PRT,2018,242313.116577967
GDP (current US$),Portugal,PRT,2019,238785.085030988
GDP (current US$),Portugal,PRT,2020,
GDP (current US$),Puerto Rico,PRI,1960,1691.9
GDP (current US$),Puerto Rico,PRI,1961,1865.1
GDP (current US$),Puerto Rico,PRI,1962,2094.4
GDP (current US$),Puerto Rico,PRI,1963,2333.6
GDP (current US$),Puerto Rico,PRI,1964,2570.5
GDP (current US$),Puerto Rico,PRI,1965,2881.5
GDP (current US$),Puerto Rico,PRI,1966,3170.5
GDP (current US$),Puerto Rico,PRI,1967,3532.7
GDP (current US$),Puerto Rico,PRI,1968,3941.7
GDP (current US$),Puerto Rico,PRI,1969,4460.7
GDP (current US$),Puerto Rico,PRI,1970,5034.7
GDP (current US$),Puerto Rico,PRI,1971,5646.8
GDP (current US$),Puerto Rico,PRI,1972,6328.9
GDP (current US$),Puerto Rico,PRI,1973,7002.4
GDP (current US$),Puerto Rico,PRI,1974,7684.8
GDP (current US$),Puerto Rico,PRI,1975,8198.3
GDP (current US$),Puerto Rico,PRI,1976,8968.6
GDP (current US$),Puerto Rico,PRI,1977,9910.9
GDP (current US$),Puerto Rico,PRI,1978,11165
GDP (current US$),Puerto Rico,PRI,1979,12750
GDP (current US$),Puerto Rico,PRI,1980,14436.1
GDP (current US$),Puerto Rico,PRI,1981,15955.7
GDP (current US$),Puerto Rico,PRI,1982,16764.2
GDP (current US$),Puerto Rico,PRI,1983,17276.6
GDP (current US$),Puerto Rico,PRI,1984,19162.6
GDP (current US$),Puerto Rico,PRI,1985,20289.2
GDP (current US$),Puerto Rico,PRI,1986,22009.3
GDP (current US$),Puerto Rico,PRI,1987,24025.8
GDP (current US$),Puerto Rico,PRI,1988,26385.8
GDP (current US$),Puerto Rico,PRI,1989,28161.2
GDP (current US$),Puerto Rico,PRI,1990,30603.919
GDP (current US$),Puerto Rico,PRI,1991,32287.031
GDP (current US$),Puerto Rico,PRI,1992,34630.43
GDP (current US$),Puerto Rico,PRI,1993,36922.456
GDP (current US$),Puerto Rico,PRI,1994,39690.63
GDP (current US$),Puerto Rico,PRI,1995,42647.331
GDP (current US$),Puerto Rico,PRI,1996,45340.835
GDP (current US$),Puerto Rico,PRI,1997,48187.039
GDP (current US$),Puerto Rico,PRI,1998,54086.4
GDP (current US$),Puerto Rico,PRI,1999,57841
GDP (current US$),Puerto Rico,PRI,2000,61701.8
GDP (current US$),Puerto Rico,PRI,2001,69208.4
GDP (current US$),Puerto Rico,PRI,2002,71623.5
GDP (current US$),Puerto Rico,PRI,2003,74827.4
GDP (current US$),Puerto Rico,PRI,2004,80322.313
GDP (current US$),Puerto Rico,PRI,2005,83914.5213
GDP (current US$),Puerto Rico,PRI,2006,87276.1644
GDP (current US$),Puerto Rico,PRI,2007,89524.1316
GDP (current US$),Puerto Rico,PRI,2008,93639.3
GDP (current US$),Puerto Rico,PRI,2009,96385.6
GDP (current US$),Puerto Rico,PRI,2010,98381.3
GDP (current US$),Puerto Rico,PRI,2011,100351.7
GDP (current US$),Puerto Rico,PRI,2012,101564.8
GDP (current US$),Puerto Rico,PRI,2013,102450
GDP (current US$),Puerto Rico,PRI,2014,102445.8
GDP (current US$),Puerto Rico,PRI,2015,103375.5
GDP (current US$),Puerto Rico,PRI,2016,104336.7
GDP (current US$),Puerto Rico,PRI,2017,103445.5
GDP (current US$),Puerto Rico,PRI,2018,100979.9
GDP (current US$),Puerto Rico,PRI,2019,104988.6
GDP (current US$),Puerto Rico,PRI,2020,
GDP (current US$),Qatar,QAT,1960,
GDP (current US$),Qatar,QAT,1961,
GDP (current US$),Qatar,QAT,1962,
GDP (current US$),Qatar,QAT,1963,
GDP (current US$),Qatar,QAT,1964,
GDP (current US$),Qatar,QAT,1965,
GDP (current US$),Qatar,QAT,1966,
GDP (current US$),Qatar,QAT,1967,
GDP (current US$),Qatar,QAT,1968,
GDP (current US$),Qatar,QAT,1969,
GDP (current US$),Qatar,QAT,1970,301.791301791302
GDP (current US$),Qatar,QAT,1971,387.700084245998
GDP (current US$),Qatar,QAT,1972,510.259940720474
GDP (current US$),Qatar,QAT,1973,793.884368040437
GDP (current US$),Qatar,QAT,1974,2401.40322744085
GDP (current US$),Qatar,QAT,1975,2512.78403337828
GDP (current US$),Qatar,QAT,1976,3284.30133218953
GDP (current US$),Qatar,QAT,1977,3617.58017176055
GDP (current US$),Qatar,QAT,1978,4052.00041270087
GDP (current US$),Qatar,QAT,1979,5633.00031802401
GDP (current US$),Qatar,QAT,1980,7829.09461307082
GDP (current US$),Qatar,QAT,1981,8661.26376373626
GDP (current US$),Qatar,QAT,1982,7596.70321428571
GDP (current US$),Qatar,QAT,1983,6467.58230769231
GDP (current US$),Qatar,QAT,1984,6704.39582417582
GDP (current US$),Qatar,QAT,1985,6153.29645604396
GDP (current US$),Qatar,QAT,1986,5053.02195054945
GDP (current US$),Qatar,QAT,1987,5446.42868131868
GDP (current US$),Qatar,QAT,1988,6038.18703296703
GDP (current US$),Qatar,QAT,1989,6487.91208791209
GDP (current US$),Qatar,QAT,1990,7360.43942307692
GDP (current US$),Qatar,QAT,1991,6883.51648351648
GDP (current US$),Qatar,QAT,1992,7646.15398351648
GDP (current US$),Qatar,QAT,1993,7156.59365384615
GDP (current US$),Qatar,QAT,1994,7374.45076923077
GDP (current US$),Qatar,QAT,1995,8137.91197802198
GDP (current US$),Qatar,QAT,1996,9059.34038461539
GDP (current US$),Qatar,QAT,1997,11297.8021153846
GDP (current US$),Qatar,QAT,1998,10255.4950274725
GDP (current US$),Qatar,QAT,1999,12393.1318681319
GDP (current US$),Qatar,QAT,2000,17759.8901098901
GDP (current US$),Qatar,QAT,2001,17538.4615384615
GDP (current US$),Qatar,QAT,2002,19363.7362637363
GDP (current US$),Qatar,QAT,2003,23533.7912087912
GDP (current US$),Qatar,QAT,2004,31734.0659340659
GDP (current US$),Qatar,QAT,2005,44530.4945054945
GDP (current US$),Qatar,QAT,2006,60882.1428571429
GDP (current US$),Qatar,QAT,2007,79712.0879120879
GDP (current US$),Qatar,QAT,2008,115270.054945055
GDP (current US$),Qatar,QAT,2009,97798.3516483516
GDP (current US$),Qatar,QAT,2010,125122.306346154
GDP (current US$),Qatar,QAT,2011,167775.268614037
GDP (current US$),Qatar,QAT,2012,186833.502362128
GDP (current US$),Qatar,QAT,2013,198727.642979297
GDP (current US$),Qatar,QAT,2014,206224.598564624
GDP (current US$),Qatar,QAT,2015,161739.955577748
GDP (current US$),Qatar,QAT,2016,151732.181857113
GDP (current US$),Qatar,QAT,2017,161099.122215307
GDP (current US$),Qatar,QAT,2018,183334.953813209
GDP (current US$),Qatar,QAT,2019,175837.550996185
GDP (current US$),Qatar,QAT,2020,
GDP (current US$),Romania,ROU,1960,
GDP (current US$),Romania,ROU,1961,
GDP (current US$),Romania,ROU,1962,
GDP (current US$),Romania,ROU,1963,
GDP (current US$),Romania,ROU,1964,
GDP (current US$),Romania,ROU,1965,
GDP (current US$),Romania,ROU,1966,
GDP (current US$),Romania,ROU,1967,
GDP (current US$),Romania,ROU,1968,
GDP (current US$),Romania,ROU,1969,
GDP (current US$),Romania,ROU,1970,
GDP (current US$),Romania,ROU,1971,
GDP (current US$),Romania,ROU,1972,
GDP (current US$),Romania,ROU,1973,
GDP (current US$),Romania,ROU,1974,
GDP (current US$),Romania,ROU,1975,
GDP (current US$),Romania,ROU,1976,
GDP (current US$),Romania,ROU,1977,
GDP (current US$),Romania,ROU,1978,
GDP (current US$),Romania,ROU,1979,
GDP (current US$),Romania,ROU,1980,
GDP (current US$),Romania,ROU,1981,
GDP (current US$),Romania,ROU,1982,
GDP (current US$),Romania,ROU,1983,
GDP (current US$),Romania,ROU,1984,
GDP (current US$),Romania,ROU,1985,
GDP (current US$),Romania,ROU,1986,
GDP (current US$),Romania,ROU,1987,38413.6363636364
GDP (current US$),Romania,ROU,1988,40809.5238095238
GDP (current US$),Romania,ROU,1989,42105.2631578947
GDP (current US$),Romania,ROU,1990,38995.4545454545
GDP (current US$),Romania,ROU,1991,28998.6842105263
GDP (current US$),Romania,ROU,1992,25121.6666666667
GDP (current US$),Romania,ROU,1993,26362.8947368421
GDP (current US$),Romania,ROU,1994,30074.4404833837
GDP (current US$),Romania,ROU,1995,37435.3172651254
GDP (current US$),Romania,ROU,1996,36937.0742783004
GDP (current US$),Romania,ROU,1997,35574.9162946429
GDP (current US$),Romania,ROU,1998,41694.1189725101
GDP (current US$),Romania,ROU,1999,35952.7815822083
GDP (current US$),Romania,ROU,2000,37253.2590169976
GDP (current US$),Romania,ROU,2001,40394.8246791232
GDP (current US$),Romania,ROU,2002,46066.1019512933
GDP (current US$),Romania,ROU,2003,57806.5060240964
GDP (current US$),Romania,ROU,2004,74972.6690565922
GDP (current US$),Romania,ROU,2005,98452.7919827024
GDP (current US$),Romania,ROU,2006,122022.99750801
GDP (current US$),Romania,ROU,2007,174585.202805233
GDP (current US$),Romania,ROU,2008,214313.628965024
GDP (current US$),Romania,ROU,2009,174103.695930213
GDP (current US$),Romania,ROU,2010,166309.355234589
GDP (current US$),Romania,ROU,2011,183326.740143016
GDP (current US$),Romania,ROU,2012,170635.805316879
GDP (current US$),Romania,ROU,2013,190801.346194297
GDP (current US$),Romania,ROU,2014,199959.363430073
GDP (current US$),Romania,ROU,2015,177729.210874504
GDP (current US$),Romania,ROU,2016,188128.818486401
GDP (current US$),Romania,ROU,2017,211695.422578655
GDP (current US$),Romania,ROU,2018,241457.403085042
GDP (current US$),Romania,ROU,2019,250077.444017084
GDP (current US$),Romania,ROU,2020,
GDP (current US$),Russian Federation,RUS,1960,
GDP (current US$),Russian Federation,RUS,1961,
GDP (current US$),Russian Federation,RUS,1962,
GDP (current US$),Russian Federation,RUS,1963,
GDP (current US$),Russian Federation,RUS,1964,
GDP (current US$),Russian Federation,RUS,1965,
GDP (current US$),Russian Federation,RUS,1966,
GDP (current US$),Russian Federation,RUS,1967,
GDP (current US$),Russian Federation,RUS,1968,
GDP (current US$),Russian Federation,RUS,1969,
GDP (current US$),Russian Federation,RUS,1970,
GDP (current US$),Russian Federation,RUS,1971,
GDP (current US$),Russian Federation,RUS,1972,
GDP (current US$),Russian Federation,RUS,1973,
GDP (current US$),Russian Federation,RUS,1974,
GDP (current US$),Russian Federation,RUS,1975,
GDP (current US$),Russian Federation,RUS,1976,
GDP (current US$),Russian Federation,RUS,1977,
GDP (current US$),Russian Federation,RUS,1978,
GDP (current US$),Russian Federation,RUS,1979,
GDP (current US$),Russian Federation,RUS,1980,
GDP (current US$),Russian Federation,RUS,1981,
GDP (current US$),Russian Federation,RUS,1982,
GDP (current US$),Russian Federation,RUS,1983,
GDP (current US$),Russian Federation,RUS,1984,
GDP (current US$),Russian Federation,RUS,1985,
GDP (current US$),Russian Federation,RUS,1986,
GDP (current US$),Russian Federation,RUS,1987,
GDP (current US$),Russian Federation,RUS,1988,554713.455149502
GDP (current US$),Russian Federation,RUS,1989,506500.173960269
GDP (current US$),Russian Federation,RUS,1990,516814.274021956
GDP (current US$),Russian Federation,RUS,1991,517962.962962963
GDP (current US$),Russian Federation,RUS,1992,460290.556900726
GDP (current US$),Russian Federation,RUS,1993,435083.713850837
GDP (current US$),Russian Federation,RUS,1994,395077.301248464
GDP (current US$),Russian Federation,RUS,1995,395537.185734854
GDP (current US$),Russian Federation,RUS,1996,391724.890744498
GDP (current US$),Russian Federation,RUS,1997,404928.954191876
GDP (current US$),Russian Federation,RUS,1998,270955.486862442
GDP (current US$),Russian Federation,RUS,1999,195907.128350934
GDP (current US$),Russian Federation,RUS,2000,259710.142196943
GDP (current US$),Russian Federation,RUS,2001,306602.0706205
GDP (current US$),Russian Federation,RUS,2002,345470.494417863
GDP (current US$),Russian Federation,RUS,2003,430347.770731787
GDP (current US$),Russian Federation,RUS,2004,591016.690742798
GDP (current US$),Russian Federation,RUS,2005,764017.107992391
GDP (current US$),Russian Federation,RUS,2006,989930.542278695
GDP (current US$),Russian Federation,RUS,2007,1299705.76482362
GDP (current US$),Russian Federation,RUS,2008,1660846.38762478
GDP (current US$),Russian Federation,RUS,2009,1222644.28220186
GDP (current US$),Russian Federation,RUS,2010,1524917.46844201
GDP (current US$),Russian Federation,RUS,2011,2045925.60827437
GDP (current US$),Russian Federation,RUS,2012,2208295.77364315
GDP (current US$),Russian Federation,RUS,2013,2292473.24662108
GDP (current US$),Russian Federation,RUS,2014,2059241.96549083
GDP (current US$),Russian Federation,RUS,2015,1363481.06344677
GDP (current US$),Russian Federation,RUS,2016,1276786.97922181
GDP (current US$),Russian Federation,RUS,2017,1574199.3870709
